Response,Error,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,totalSeasons
True,,Finding Neverland,2004,PG,17 Dec 2004,106 min,"Biography, Drama, Family",Marc Forster,"Allan Knee, David Magee","Johnny Depp, Kate Winslet, Julie Christie",The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,English,"United States, United Kingdom",Won 1 Oscar. 19 wins & 81 nominations total,https://m.media-amazon.com/images/M/MV5BNTVmZWE4NGItZmI3Ny00Nzk3LWIyMzQtOTBlYjc4Y2MzMWNjXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.7,"209,657",tt0308644,movie,19 Apr 2016,"$51,680,613",N/A,N/A,
True,,Million Dollar Baby,2004,PG-13,28 Jan 2005,132 min,"Drama, Sport",Clint Eastwood,"Paul Haggis, F.X. Toole","Hilary Swank, Clint Eastwood, Morgan Freeman","Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond.","English, Irish Gaelic",United States,Won 4 Oscars. 67 wins & 86 nominations total,https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,8.1,"706,248",tt0405159,movie,14 Jan 2016,"$100,492,203",N/A,N/A,
True,,Ray,2004,PG-13,29 Oct 2004,152 min,"Biography, Drama, Music",Taylor Hackford,"Taylor Hackford, James L. White","Jamie Foxx, Regina King, Kerry Washington","The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",English,United States,Won 2 Oscars. 53 wins & 55 nominations total,https://m.media-amazon.com/images/M/MV5BMTQxNDQwNjQzOV5BMl5BanBnXkFtZTcwNTQxNDYyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.7,"153,599",tt0350258,movie,19 Apr 2016,"$75,331,600",N/A,N/A,
True,,Sideways,2004,R,22 Oct 2004,127 min,"Comedy, Drama, Romance",Alexander Payne,"Rex Pickett, Alexander Payne, Jim Taylor","Paul Giamatti, Thomas Haden Church, Virginia Madsen","Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle.","English, Armenian, French","United States, Hungary",Won 1 Oscar. 122 wins & 91 nominations total,https://m.media-amazon.com/images/M/MV5BMTU0Mjg3MzkxOV5BMl5BanBnXkFtZTYwNDU1OTY3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",94,7.5,"197,482",tt0375063,movie,02 Sep 2014,"$71,503,593",N/A,N/A,
True,,Brokeback Mountain,2005,R,13 Jan 2006,134 min,"Drama, Romance",Ang Lee,"Annie Proulx, Larry McMurtry, Diana Ossana","Jake Gyllenhaal, Heath Ledger, Michelle Williams",Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.,"English, Spanish","United States, Canada",Won 3 Oscars. 141 wins & 133 nominations total,https://m.media-amazon.com/images/M/MV5BNTM4NTFiZGMtNjljZi00MDIzLWJkNTctMzA0NWViNjYxMDY1XkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,7.7,"371,620",tt0388795,movie,11 Feb 2015,"$83,043,761",N/A,N/A,
True,,Capote,2005,R,03 Feb 2006,114 min,"Biography, Crime, Drama",Bennett Miller,"Dan Futterman, Gerald Clarke","Philip Seymour Hoffman, Clifton Collins Jr., Catherine Keener","In 1959, Truman Capote learns of the murder of a Kansas family and decides to write a book about the case. While researching for his novel In Cold Blood, Capote forms a relationship with one of the killers, Perry Smith, who is on ...",English,"United States, Canada",Won 1 Oscar. 59 wins & 89 nominations total,https://m.media-amazon.com/images/M/MV5BMTczMzU0MjM1MV5BMl5BanBnXkFtZTcwMjczNzgyNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,7.3,"137,740",tt0379725,movie,08 Oct 2013,"$28,750,530",N/A,N/A,
True,,Crash,2005,N/A,09 Dec 2005,3 min,"Short, Drama, Music",Christopher Jarvis,Christopher Jarvis,Drew Marquardt,"A teenage boy has a dream where he drives his car towards another, driven by his doppelganger. When he wakes, he explores the crash site.",English,United States,2 wins,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,34,tt0965408,movie,N/A,N/A,N/A,N/A,
True,,"Good Night, and Good Luck.",2005,PG,04 Nov 2005,93 min,"Biography, Drama, History",George Clooney,"George Clooney, Grant Heslov","David Strathairn, George Clooney, Patricia Clarkson",Broadcast journalist Edward R. Murrow looks to bring down Senator Joseph McCarthy.,English,"United States, France, United Kingdom, Japan",Nominated for 6 Oscars. 39 wins & 129 nominations total,https://m.media-amazon.com/images/M/MV5BMTY0NzQ2NDg2Ml5BMl5BanBnXkFtZTYwMzcwOTY2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.4,"99,971",tt0433383,movie,09 Jan 2009,"$31,558,003",N/A,N/A,
True,,Munich,2005,R,06 Jan 2006,164 min,"Action, Drama, History",Steven Spielberg,"Tony Kushner, Eric Roth, George Jonas","Eric Bana, Daniel Craig, Marie-Josée Croze","After the Black September capture and massacre of Israeli athletes at the 1972 Olympics, five men are chosen to eliminate the people responsible for that fateful day.","English, German, French, Hebrew, Arabic, Italian, Greek, Russian, Dutch","United States, Canada, France",Nominated for 5 Oscars. 14 wins & 75 nominations total,https://m.media-amazon.com/images/M/MV5BMTcwNzYzMzMwMF5BMl5BanBnXkFtZTcwMzMzODczMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.5,"233,673",tt0408306,movie,13 May 2016,"$47,403,685",N/A,N/A,
True,,Babel,2006,R,10 Nov 2006,143 min,Drama,Alejandro G. Iñárritu,"Guillermo Arriaga, Alejandro G. Iñárritu","Brad Pitt, Cate Blanchett, Gael García Bernal","Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.","English, Arabic, Spanish, Japanese, Berber languages, French, Russian, Japanese Sign ","United States, Mexico, France",Won 1 Oscar. 43 wins & 137 nominations total,https://m.media-amazon.com/images/M/MV5BYTJkZDljNGYtNjRiNC00ZmY2LTg1NmItYTI1MTllNDQzMWVmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.5,"311,095",tt0449467,movie,15 Jun 2011,"$34,302,837",N/A,N/A,
True,,The Departed,2006,R,06 Oct 2006,151 min,"Crime, Drama, Thriller",Martin Scorsese,"William Monahan, Alan Mak, Felix Chong","Leonardo DiCaprio, Matt Damon, Jack Nicholson",An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,"English, Cantonese","United States, Hong Kong",Won 4 Oscars. 98 wins & 141 nominations total,https://m.media-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,8.5,"1,376,994",tt0407887,movie,24 Oct 2008,"$132,399,394",N/A,N/A,
True,,Letters from Iwo Jima,2006,R,02 Feb 2007,141 min,"Action, Adventure, Drama",Clint Eastwood,"Iris Yamashita, Paul Haggis, Tadamichi Kuribayashi","Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara","The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.","Japanese, English",United States,Won 1 Oscar. 25 wins & 39 nominations total,https://m.media-amazon.com/images/M/MV5BMjE0NzgwODI4M15BMl5BanBnXkFtZTcwNjg3OTA0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",89,7.8,"167,546",tt0498380,movie,01 Dec 2008,"$13,756,082",N/A,N/A,
True,,Little Miss Sunshine,2006,R,18 Aug 2006,101 min,"Comedy, Drama","Jonathan Dayton, Valerie Faris",Michael Arndt,"Steve Carell, Toni Collette, Greg Kinnear",A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,English,United States,Won 2 Oscars. 72 wins & 112 nominations total,https://m.media-amazon.com/images/M/MV5BMTgzNTgzODU0NV5BMl5BanBnXkFtZTcwMjEyMjMzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.8,"502,090",tt0449059,movie,02 Sep 2014,"$59,891,098",N/A,N/A,
True,,The Queen,2006,PG-13,17 Nov 2006,103 min,"Biography, Drama",Stephen Frears,Peter Morgan,"Helen Mirren, Michael Sheen, James Cromwell","After the death of Princess Diana, Queen Elizabeth II struggles with her reaction to a sequence of events nobody could have predicted.","English, German, French","United Kingdom, United States, France, Italy",Won 1 Oscar. 97 wins & 97 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ3NTMxODg1Ml5BMl5BanBnXkFtZTcwMjEyMjczMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,7.3,"114,493",tt0436697,movie,20 Nov 2016,"$56,441,711",N/A,N/A,
True,,Atonement,2007,R,11 Jan 2008,123 min,"Drama, Mystery, Romance",Joe Wright,"Ian McEwan, Christopher Hampton","Keira Knightley, James McAvoy, Brenda Blethyn",Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,"English, French","United Kingdom, France, United States",Won 1 Oscar. 52 wins & 150 nominations total,https://m.media-amazon.com/images/M/MV5BMGRiYjE0YzItMzk3Zi00ZmYwLWJjNDktYTAwYjIwMjIxYzM3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,7.8,"291,511",tt0783233,movie,01 Dec 2015,"$50,927,067",N/A,N/A,
True,,Juno,2007,PG-13,25 Dec 2007,96 min,"Comedy, Drama",Jason Reitman,Diablo Cody,"Elliot Page, Michael Cera, Jennifer Garner","Faced with an unplanned pregnancy, an offbeat young woman makes a selfless decision regarding the unborn child.","English, Spanish",United States,Won 1 Oscar. 90 wins & 101 nominations total,https://m.media-amazon.com/images/M/MV5BMTIwMDgwODc5Nl5BMl5BanBnXkFtZTYwMjQzMDM4._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.5,"539,413",tt0467406,movie,01 Jul 2016,"$143,495,265",N/A,N/A,
True,,Michael Clayton,2007,R,12 Oct 2007,119 min,"Crime, Drama, Mystery",Tony Gilroy,Tony Gilroy,"George Clooney, Tilda Swinton, Tom Wilkinson","A law firm brings in its ""fixer"" to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multibillion-dollar class action suit.",English,United States,Won 1 Oscar. 28 wins & 114 nominations total,https://m.media-amazon.com/images/M/MV5BMTc0NTU5MjI2MV5BMl5BanBnXkFtZTcwMTg5NTQzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.2,"170,672",tt0465538,movie,02 Nov 2009,"$49,033,882",N/A,N/A,
True,,No Country for Old Men,2007,R,21 Nov 2007,122 min,"Crime, Drama, Thriller","Ethan Coen, Joel Coen","Joel Coen, Ethan Coen, Cormac McCarthy","Tommy Lee Jones, Javier Bardem, Josh Brolin",Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,"English, Spanish",United States,Won 4 Oscars. 164 wins & 139 nominations total,https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",92,8.2,"1,020,221",tt0477348,movie,21 Apr 2016,"$74,283,625",N/A,N/A,
True,,There Will Be Blood,2007,R,25 Jan 2008,158 min,Drama,Paul Thomas Anderson,"Paul Thomas Anderson, Upton Sinclair","Daniel Day-Lewis, Paul Dano, Ciarán Hinds","A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.","English, American Sign ",United States,Won 2 Oscars. 114 wins & 138 nominations total,https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '93/100'}]",93,8.2,"614,803",tt0469494,movie,24 Feb 2012,"$40,222,514",N/A,N/A,
True,,The Curious Case of Benjamin Button,2008,PG-13,25 Dec 2008,166 min,"Drama, Fantasy, Romance",David Fincher,"Eric Roth, Robin Swicord, F. Scott Fitzgerald","Brad Pitt, Cate Blanchett, Tilda Swinton","Tells the story of Benjamin Button, a man who starts aging backwards with consequences.","English, Russian, French",United States,Won 3 Oscars. 85 wins & 160 nominations total,https://m.media-amazon.com/images/M/MV5BMzI4M2I1MTItYjdiYi00YTZhLTg0NDgtZWIzOGU5ZmM3NWZlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.8,"676,878",tt0421715,movie,01 Aug 2013,"$127,509,326",N/A,N/A,
True,,Frost/Nixon,2008,R,23 Jan 2009,122 min,"Biography, Drama, History",Ron Howard,Peter Morgan,"Frank Langella, Michael Sheen, Kevin Bacon",A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.,English,"United Kingdom, France, United States",Nominated for 5 Oscars. 23 wins & 81 nominations total,https://m.media-amazon.com/images/M/MV5BYTdmMWVmMmEtZTExOS00YzFhLWI3MGUtZDc5MjBhMjNjOWMzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.7,"110,762",tt0870111,movie,12 Feb 2014,"$18,622,031",N/A,N/A,
True,,Milk,2008,R,30 Jan 2009,128 min,"Biography, Drama, History",Gus Van Sant,Dustin Lance Black,"Sean Penn, Josh Brolin, Emile Hirsch","The story of Harvey Milk, and his struggles as an American gay activist who fought for gay rights and became California's first openly gay elected official.",English,United States,Won 2 Oscars. 66 wins & 145 nominations total,https://m.media-amazon.com/images/M/MV5BYTQ1MTk5YmYtZWUxNi00MDQxLTg0NzAtMmM4ZDkzY2E3YjQwXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.5,"177,440",tt1013753,movie,15 Jun 2012,"$31,841,299",N/A,N/A,
True,,The Reader,2008,R,30 Jan 2009,124 min,"Drama, Romance",Stephen Daldry,"David Hare, Bernhard Schlink","Kate Winslet, Ralph Fiennes, Bruno Ganz","Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end, law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial.","English, German, Greek, Latin","Germany, United States",Won 1 Oscar. 26 wins & 48 nominations total,https://m.media-amazon.com/images/M/MV5BMTM0NDQxNjA0N15BMl5BanBnXkFtZTcwNDUwMzcwMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,7.6,"253,576",tt0976051,movie,10 Aug 2016,"$34,194,407",N/A,N/A,
True,,Slumdog Millionaire,2008,R,25 Dec 2008,120 min,"Crime, Drama, Romance","Danny Boyle, Loveleen Tandan","Simon Beaufoy, Vikas Swarup","Dev Patel, Freida Pinto, Saurabh Shukla","A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".","English, Hindi, French, German","United Kingdom, United States, France",Won 8 Oscars. 153 wins & 133 nominations total,https://m.media-amazon.com/images/M/MV5BZmNjZWI3NzktYWI1Mi00OTAyLWJkNTYtMzUwYTFlZDA0Y2UwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,8.0,"864,767",tt1010048,movie,18 Feb 2014,"$141,319,928",N/A,N/A,
True,,Avatar,2009,PG-13,18 Dec 2009,162 min,"Action, Adventure, Fantasy",James Cameron,James Cameron,"Sam Worthington, Zoe Saldana, Sigourney Weaver",A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,"English, Spanish",United States,Won 3 Oscars. 89 wins & 131 nominations total,https://m.media-amazon.com/images/M/MV5BZDA0OGQxNTItMDZkMC00N2UyLTg3MzMtYTJmNjg3Nzk5MzRiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.9,"1,359,455",tt0499549,movie,10 Feb 2016,"$785,221,649",N/A,N/A,
True,,The Blind Side,2009,PG-13,20 Nov 2009,129 min,"Biography, Drama, Sport",John Lee Hancock,"John Lee Hancock, Michael Lewis","Quinton Aaron, Sandra Bullock, Tim McGraw","The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",English,United States,Won 1 Oscar. 9 wins & 30 nominations total,https://m.media-amazon.com/images/M/MV5BMjEzOTE3ODM3OF5BMl5BanBnXkFtZTcwMzYyODI4Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,7.6,"349,666",tt0878804,movie,01 Oct 2013,"$255,982,860",N/A,N/A,
True,,District 9,2009,R,14 Aug 2009,112 min,"Action, Sci-Fi, Thriller",Neill Blomkamp,"Neill Blomkamp, Terri Tatchell","Sharlto Copley, David James, Jason Cope",Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,"English, Nyanja, Afrikaans, Zulu, Xhosa, Sotho","South Africa, United States, New Zealand, Canada",Nominated for 4 Oscars. 31 wins & 117 nominations total,https://m.media-amazon.com/images/M/MV5BYmQ5MzFjYWMtMTMwNC00ZGU5LWI3YTQtYzhkMGExNGFlY2Q0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.9,"701,531",tt1136608,movie,19 Apr 2016,"$115,646,235",N/A,N/A,
True,,An Education,2009,PG-13,05 Feb 2010,100 min,Drama,Lone Scherfig,"Lynn Barber, Nick Hornby","Carey Mulligan, Peter Sarsgaard, Alfred Molina","A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age.","English, French","United Kingdom, United States",Nominated for 3 Oscars. 36 wins & 96 nominations total,https://m.media-amazon.com/images/M/MV5BMTg4NjgzOTc0MF5BMl5BanBnXkFtZTcwOTc2OTE3Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,7.3,"136,753",tt1174732,movie,16 Apr 2012,"$12,574,914",N/A,N/A,
True,,Inglourious Basterds,2009,R,21 Aug 2009,153 min,"Adventure, Drama, War",Quentin Tarantino,Quentin Tarantino,"Brad Pitt, Diane Kruger, Eli Roth","In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.","English, German, French, Italian","Germany, United States",Won 1 Oscar. 134 wins & 172 nominations total,https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,8.3,"1,520,799",tt0361748,movie,10 Dec 2015,"$120,540,719",N/A,N/A,
True,,A Serious Man,2009,R,06 Nov 2009,106 min,"Comedy, Drama","Ethan Coen, Joel Coen","Joel Coen, Ethan Coen","Michael Stuhlbarg, Richard Kind, Sari Lennick","Larry Gopnik, a Midwestern physics teacher, watches his life unravel over multiple sudden incidents. Though seeking meaning and answers amidst his turmoils, he seems to keep sinking.","English, Yiddish, Hebrew","United Kingdom, France, United States",Nominated for 2 Oscars. 17 wins & 80 nominations total,https://m.media-amazon.com/images/M/MV5BNGZkODlhMjktNzhhMC00YjFiLWJmODMtNjQwOGMzZjMxNTZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,7.0,"147,130",tt1019452,movie,18 Mar 2014,"$9,228,768",N/A,N/A,
True,,Up,2009,PG,29 May 2009,96 min,"Animation, Adventure, Comedy","Pete Docter, Bob Peterson","Pete Docter, Bob Peterson, Tom McCarthy","Edward Asner, Jordan Nagai, John Ratzenberger","78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",English,"United States, Japan",Won 2 Oscars. 80 wins & 87 nominations total,https://m.media-amazon.com/images/M/MV5BYjBkM2RjMzItM2M3Ni00N2NjLWE3NzMtMGY4MzE4MDAzMTRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,8.3,"1,086,647",tt1049413,movie,01 Jan 2014,"$293,004,164",N/A,N/A,
True,,Up in the Air,2009,R,23 Dec 2009,109 min,"Comedy, Drama, Romance",Jason Reitman,"Walter Kirn, Jason Reitman, Sheldon Turner","George Clooney, Vera Farmiga, Anna Kendrick","Ryan Bingham enjoys living out of a suitcase for his job, travelling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest, and a new hire presenting a new business model.",English,United States,Nominated for 6 Oscars. 75 wins & 171 nominations total,https://m.media-amazon.com/images/M/MV5BMTI3MzYxMTA4NF5BMl5BanBnXkFtZTcwMDE4ODg3Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.4,"344,204",tt1193138,movie,20 Nov 2012,"$83,823,381",N/A,N/A,
True,,Black Swan,2010,R,17 Dec 2010,108 min,"Drama, Thriller",Darren Aronofsky,"Mark Heyman, Andres Heinz, John J. McLaughlin","Natalie Portman, Mila Kunis, Vincent Cassel","Nina is a talented but unstable ballerina on the verge of stardom. Pushed to the breaking point by her artistic director and a seductive rival, Nina's grip on reality slips, plunging her into a waking nightmare.","English, French, Italian",United States,Won 1 Oscar. 97 wins & 279 nominations total,https://m.media-amazon.com/images/M/MV5BNzY2NzI4OTE5MF5BMl5BanBnXkFtZTcwMjMyNDY4Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,8.0,"798,124",tt0947798,movie,25 Nov 2015,"$106,954,678",N/A,N/A,
True,,The Fighter,2010,R,17 Dec 2010,116 min,"Action, Biography, Drama",David O. Russell,"Scott Silver, Paul Tamasy, Eric Johnson","Mark Wahlberg, Christian Bale, Amy Adams","Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",English,United States,Won 2 Oscars. 74 wins & 123 nominations total,https://m.media-amazon.com/images/M/MV5BMTM0ODk3MjM1MV5BMl5BanBnXkFtZTcwNzc1MDIwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.8,"380,542",tt0964517,movie,01 Jul 2013,"$93,617,009",N/A,N/A,
